215.914450705	30.8214102564
215.924819318	30.8214102564
216.21576558	30.6534615385
216.226147284	30.6534615385
216.416641296	30.4832051282
216.527473689	30.4832051282
216.717953572	30.3074358974
216.728357093	30.3074358974
217.068646814	30.1288461538
217.079037365	30.1288461538
217.3699705	29.9475641026
217.38037414	29.9475641026
217.570852091	29.717721519
217.581264456	29.717721519
217.872173178	29.5379746835
217.88259863	29.5379746835
218.073053036	29.355443038
218.183931243	29.355443038
218.374371523	29.1698734177
218.384818785	29.1698734177
218.675688451	28.9811392405
218.686148798	28.9811392405
218.876565536	28.7894936709
218.987477251	28.7894936709
219.177879865	28.5476923077
219.188362019	28.5476923077
219.479192635	28.2983116883
219.489687872	28.2983116883
219.500158504	28.2983116883
219.680066949	28.0884415584
219.690570907	28.0884415584
219.801495878	28.0884415584
219.99189416	27.8750649351
220.002386595	27.8750649351
220.293215853	27.6051282051
220.342699771	27.6051282051
220.494096116	27.3937179487
220.644034425	27.3455844156
220.79541521	27.1787179487
220.844923327	27.1787179487
221.096732745	26.9602564103
221.146255381	26.9602564103
221.297610236	26.7380769231
221.34714255	26.7380769231
221.598925172	26.5123076923
221.648472004	26.5123076923
221.799800931	26.3438961039
221.949799898	26.2832051282
222.101113269	26.0471794872
222.150684294	26.0471794872
222.441413969	25.8078205128
222.452009589	25.8078205128
222.462580618	25.8078205128
222.753333324	25.565
222.763917428	25.565
222.954214948	25.2586075949
223.065252677	25.2586075949
223.255536084	25.0194936709
223.266141977	25.0194936709
223.556855662	24.7775949367
223.567474627	24.7775949367
223.757734514	24.5330379747
223.768362193	24.5330379747
224.059051493	24.2859493671
224.069692244	24.2859493671
224.259928613	24.0365822785
224.371020734	24.0365822785
224.561242995	23.7223076923
224.571905529	23.7223076923
224.862555818	23.4007792208
224.87323142	23.4007792208
225.063430167	23.1349350649
225.174555753	23.1349350649
225.224218401	23.1349350649
225.375437776	22.8674025974
225.425110094	22.8674025974
225.715761899	22.5364102564
225.726446333	22.5364102564
225.916643148	22.2769230769
226.027781013	22.2769230769
226.217963723	22.0167948718
226.228669933	22.0167948718
226.519282739	21.7561538462
226.530002014	21.7561538462
226.720161218	21.4952564103
226.831332535	21.4325974026
227.021477636	21.2344871795
227.032218683	21.2344871795
227.322792497	20.973974359
227.333546606	20.973974359
227.523668204	20.6435064935
227.534431022	20.6435064935
227.824980468	20.3762337662
227.835756347	20.3762337662
227.846507663	20.3762337662
228.137080112	20.11
228.147844489	20.11
228.337961757	19.8451948052
228.449179756	19.8451948052
228.639282925	19.5880519481
228.689082481	19.5880519481
228.940602535	19.3325974026
228.990416587	19.3325974026
229.141481409	19.0792207792
229.191305124	19.0792207792
229.442798422	18.8281818182
229.492636631	18.8281818182
229.744113876	18.5798701299
229.793966579	18.5798701299
229.944989981	18.3345454545
229.994852345	18.3345454545
230.246302839	18.0209210526
230.296179695	18.0209210526
230.447177212	17.7725
230.597505487	17.7725
230.608348332	17.7725
230.798388482	17.5275
230.909685618	17.4711688312
231.099711676	17.2384415584
231.110576276	17.2384415584
231.401033312	16.9580769231
231.411910963	16.9580769231
231.601913537	16.736025641
231.612799889	16.736025641
231.903232576	16.5176923077
231.914131979	16.5176923077
232.10411107	16.3035897436
232.21546251	16.3035897436
232.405427512	16.0935897436
232.416348665	16.0935897436
232.706742398	15.8878205128
232.717676598	15.8878205128
232.907618122	15.6231168831
233.019002973	15.6231168831
233.208930412	15.4163636364
233.219886358	15.4163636364
233.521210136	15.2138961039
233.571188123	15.2138961039
233.722091789	15.0155844156
233.872524825	15.0155844156
234.062450329	14.8261038961
234.073415093	14.8261038961
234.363771389	14.6409090909
234.374749197	14.6409090909
234.56465123	14.4596103896
234.676081743	14.4596103896
234.865969694	14.2823376623
234.876969241	14.2823376623
235.1672866	14.1088311688
235.178299189	14.1088311688
235.368163673	13.9390909091
235.379184955	13.9390909091
235.669477983	13.7207894737
235.680512307	13.7207894737
235.870353326	13.5994805195
235.9818381	13.5489473684
235.992860943	13.5489473684
236.171665041	13.3803947368
236.182721097	13.3803947368
236.294198217	13.3803947368
236.484044294	13.2151315789
236.495088868	13.2151315789
236.785365934	13.0207792208
236.796423546	13.0207792208
236.986246162	12.8677922078
237.036360828	12.8677922078
237.287565206	12.7175324675
237.337694344	12.7175324675
237.588882693	12.5697402597
237.639026301	12.5697402597
237.789760152	12.4242857143
237.839913407	12.4242857143
238.091075044	12.2809090909
238.141242767	12.2809090909
238.291950774	12.1394805195
238.44257057	12.1394805195
238.593263071	11.9938961039
238.643454907	11.9938961039
238.944780114	11.8501298701
238.955903026	11.8501298701
239.246103764	11.7077922078
239.257239707	11.7077922078
239.446985332	11.5371794872
239.458129963	11.5371794872
239.748306386	11.4034615385
239.759464047	11.4034615385
239.949186224	11.2706410256
