210.832990969	33.82
211.033866631	33.67
211.144518333	33.78
211.335178825	33.51
211.345401692	33.62
211.646725429	33.47
211.695878635	33.58
211.847607054	33.32
211.997215357	33.43
212.14892819	33.16
212.198105638	33.27
212.450247766	33.00
212.499439758	33.12
212.651126616	32.84
212.800772316	32.96
212.952443592	32.68
213.001659821	32.80
213.253759007	32.52
213.302989778	32.64
213.454635085	32.36
213.503875549	32.48
213.7559479	32.19
213.805202905	32.31
213.995776628	32.03
214.1065287	32.14
214.116818747	32.26
214.297088286	31.86
214.307411696	31.98
214.418156078	32.10
214.608734891	31.81
214.619046764	31.93
214.910056525	31.63
214.920381493	31.76
215.110936748	31.46
215.121270445	31.58
215.412255782	31.28
215.422602573	31.40
215.613134271	31.10
215.72393314	31.23
215.914450705	30.91
215.924819318	31.04
216.21576558	30.73
216.226147284	30.86
216.416641296	30.54
216.527473689	30.67
216.717953572	30.34
216.728357093	30.48
217.068646814	30.28
217.079037365	30.42
217.3699705	30.08
217.38037414	30.22
217.570852091	29.88
217.581264456	30.02
217.872173178	29.68
217.88259863	29.82
218.073053036	29.47
218.183931243	29.61
218.374371523	29.26
218.384818785	29.40
218.675688451	29.04
218.686148798	29.19
218.876565536	28.82
218.987477251	28.97
219.177879865	28.59
219.188362019	28.75
219.479192635	28.37
219.489687872	28.52
219.500158504	28.68
219.680066949	28.13
219.690570907	28.30
219.801495878	28.46
219.99189416	28.06
220.002386595	28.22
220.293215853	27.83
220.342699771	27.99
220.494096116	27.58
220.644034425	27.75
220.79541521	27.34
220.844923327	27.51
221.096732745	27.09
221.146255381	27.26
221.297610236	26.84
221.34714255	27.01
221.598925172	26.58
221.648472004	26.76
221.799800931	26.32
221.949799898	26.50
222.101113269	26.05
222.150684294	26.24
222.441413969	25.78
222.452009589	25.97
222.462580618	26.16
222.753333324	25.70
222.763917428	25.90
222.954214948	25.43
223.065252677	25.63
223.255536084	25.15
223.266141977	25.35
223.556855662	24.86
223.567474627	25.07
223.757734514	24.57
223.768362193	24.79
224.059051493	24.28
224.069692244	24.50
224.259928613	23.98
224.371020734	24.21
224.561242995	23.67
224.571905529	23.91
224.862555818	23.36
224.87323142	23.60
225.063430167	23.04
225.174555753	23.29
225.224218401	23.53
225.375437776	22.97
225.425110094	23.22
225.715761899	22.65
225.726446333	22.91
225.916643148	22.33
226.027781013	22.58
226.217963723	22.00
226.228669933	22.26
226.519282739	21.67
226.530002014	21.93
226.720161218	21.34
226.831332535	21.61
227.021477636	21.01
227.032218683	21.28
227.322792497	20.68
227.333546606	20.95
227.523668204	20.34
227.534431022	20.62
227.824980468	20.01
227.835756347	20.29
227.846507663	20.56
228.137080112	19.96
228.147844489	20.23
228.337961757	19.64
228.449179756	19.91
228.639282925	19.32
228.689082481	19.59
228.940602535	19.00
228.990416587	19.27
229.141481409	18.68
229.191305124	18.96
229.442798422	18.37
229.492636631	18.65
229.744113876	18.07
229.793966579	18.34
229.944989981	17.77
229.994852345	18.04
230.246302839	17.47
230.296179695	17.75
230.447177212	17.19
230.597505487	17.46
230.608348332	17.73
230.798388482	17.17
230.909685618	17.44
231.099711676	16.90
231.110576276	17.16
231.401033312	16.63
231.411910963	16.89
231.601913537	16.37
231.612799889	16.62
231.903232576	16.11
231.914131979	16.37
232.10411107	15.86
232.21546251	16.11
232.405427512	15.62
232.416348665	15.87
232.706742398	15.39
232.717676598	15.63
232.907618122	15.16
233.019002973	15.40
233.208930412	14.94
233.219886358	15.17
233.521210136	14.95
233.571188123	15.18
233.722091789	14.73
233.872524825	14.96
234.062450329	14.52
234.073415093	14.75
234.363771389	14.32
234.374749197	14.54
234.56465123	14.12
234.676081743	14.34
234.865969694	13.93
234.876969241	14.14
235.1672866	13.74
235.178299189	13.95
235.368163673	13.55
235.379184955	13.76
235.669477983	13.37
235.680512307	13.57
235.870353326	13.19
235.9818381	13.39
235.992860943	13.60
236.171665041	13.01
236.182721097	13.21
236.294198217	13.41
236.484044294	13.04
236.495088868	13.24
236.785365934	12.86
236.796423546	13.06
236.986246162	12.70
237.036360828	12.89
237.287565206	12.53
237.337694344	12.72
237.588882693	12.36
237.639026301	12.55
237.789760152	12.20
237.839913407	12.39
238.091075044	12.04
238.141242767	12.23
238.291950774	11.89
238.44257057	12.07
238.593263071	11.73
238.643454907	11.91
238.944780114	11.75
238.955903026	11.93
239.246103764	11.60
239.257239707	11.78
239.446985332	11.44
239.458129963	11.62
239.748306386	11.29
239.759464047	11.47
239.949186224	11.14
240.060796573	11.31
240.250504683	10.99
240.261684059	11.16
240.551821586	10.84
240.56301399	11.01
240.752698656	10.69
240.864342363	10.86
241.054012964	10.54
241.065227079	10.71
241.355325716	10.40
241.366552857	10.56
241.556200019	10.25
241.567435843	10.41
241.718160237	10.58
241.868759026	10.27
241.919051824	10.43
242.20915196	10.12
242.220387907	10.28
242.410033135	9.97
242.521722431	10.14
242.711353599	9.83
242.722611249	9.99
243.012672507	9.68
243.023943178	9.84
243.213550914	9.53
243.224830266	9.69
243.514867227	9.38
243.5261596	9.54
243.715743905	9.23
243.827487376	9.39
244.017057625	9.07
244.028371696	9.24
244.318369789	8.92
244.329696878	9.09
244.340999488	9.25
244.631020503	8.93
244.642336131	9.10
244.831902055	8.77
244.84322636	8.94
245.133223086	8.62
245.183642701	8.79
245.334102908	8.45
245.484976623	8.62
245.635421346	8.29
245.68586504	8.46
245.936738227	8.13
245.987196367	8.30
246.137615283	7.96
246.288526137	8.13
246.438929571	7.79
246.489411785	7.96
246.740242303	7.63
246.790738961	7.80
246.941116593	7.46
247.09206458	7.63
247.10345842	7.79
247.281520483	7.30
247.292947461	7.46
247.304349975	7.62
247.594270486	7.29
247.605686009	7.45
247.795151638	7.13
247.907020487	7.29
248.09647207	6.96
248.107909274	7.12
248.397790946	6.80
248.409241157	6.95
248.598669332	6.63
248.710571483	6.79
248.899985615	6.47
248.911457503	6.62
249.201300342	6.31
249.212785235	6.46
249.402175963	6.15
249.413669526	6.30
249.703488097	5.99
249.714994664	6.14
250.016318247	5.98
250.066915705	6.13
250.256304494	5.83
250.368252165	5.97
250.557626914	5.67
250.569142273	5.81
250.858947779	5.52
250.870476139	5.66
251.059827491	5.37
251.071364518	5.50
251.361145763	5.22
251.372695789	5.35
251.562023747	5.08
251.674025505	5.21
251.863339427	4.93
251.874911117	5.06
252.164653552	4.79
252.176238239	4.92
252.365528771	4.65
252.477563806	4.77
252.489137054	4.90
252.666840304	4.51
252.678446652	4.64
252.690028564	4.76
252.979769626	4.50
252.991364533	4.62
253.180650744	4.36
253.331815111	4.48
253.481971125	4.23
253.532704808	4.35
253.783289951	4.10
253.834038057	4.22
253.984168305	3.97
254.13536975	4.09
254.285484539	3.85
254.336256681	3.96
254.586799218	3.73
254.637585781	3.83
254.787674807	3.61
254.838470983	3.71
255.088986896	3.49
255.13979749	3.59
255.328987883	3.37
255.441122442	3.47
255.452795431	3.57
255.642004879	3.35
255.754131816	3.45
255.943327239	3.24
255.955021875	3.34
256.244648044	3.13
256.256355666	3.22
256.445527716	3.02
256.457243996	3.11
256.746845929	2.91
256.758575195	3.00
256.947723874	2.81
257.059904838	2.89
257.249039497	2.70
257.260790403	2.79
257.550353564	2.60
257.562117454	2.68
257.751228746	2.50
257.863442949	2.58
258.052540223	2.40
258.064325749	2.48
258.115222565	2.56
258.404787207	2.38
258.416559878	2.46
258.605669232	2.29
258.717895636	2.37
258.906990973	2.19
258.918785277	2.27
259.20831116	2.10
259.220118443	2.17
259.40919042	2.00
259.521450053	2.08
259.710508016	1.91
259.722336929	1.98
260.011824058	1.82
260.023665948	1.89
260.212700555	1.73
260.324993411	1.80
260.525877523	1.71
260.839054492	1.69
