65.0281003214	9.9768414551	166.57111799	-15.7992310034
65.0902883043	9.83558198499	166.571663619	-15.799038287
65.013686709	9.62680077815	166.570991527	-15.79927567
65.0758725386	9.48554155748	166.571537137	-15.7990829606
65.0997554199	9.23989198236	166.571746683	-15.7990089489
65.1619384241	9.09863271571	166.572292267	-15.7988162463
65.0853338768	8.88985259683	166.57162015	-15.7990536405
65.1475147273	8.74859357974	166.572165716	-15.7988609449
65.1713911532	8.50294475235	166.572375204	-15.7987869526
65.2335691782	8.36168568942	166.572920743	-15.7985942639
65.2957460373	8.22042651275	166.573466272	-15.7984015775
65.2191375475	8.01164784563	166.572794123	-15.7986389874
65.2813122528	7.87038891867	166.573339632	-15.798446308
65.305180561	7.62474090747	166.573549048	-15.7983723397
65.36735244	7.48348193486	166.574094532	-15.7981796671
65.3912169351	7.23783424126	166.574303914	-15.79810571
65.3529107184	7.13344563368	166.573967823	-15.7982244226
65.3767725675	6.88779837118	166.574177182	-15.7981504737
65.4389394655	6.74653960289	166.57472262	-15.797957815
65.5011051976	6.60528072099	166.575268048	-15.7977651586
65.4244898044	6.39650459524	166.574595842	-15.7980025955
65.4866533813	6.25524596331	166.575141251	-15.797809946
65.5105071085	6.00959951819	166.575350538	-15.7977360212
65.5726678587	5.86834084095	166.57589592	-15.7975433786
65.5965177708	5.62269471395	166.576105173	-15.7974694649
65.5582081002	5.51830737753	166.575769054	-15.797588191
65.6203655286	5.37704883687	166.576314406	-15.7973955577
65.6442111317	5.13140320976	166.576523621	-15.7973216569
65.7063657327	4.99014462396	166.577068947	-15.7971290305
65.7302075199	4.74449931527	166.577278127	-15.7970551408
65.7923592937	4.60324068441	166.577823427	-15.7968625213
65.7157350109	4.39446782878	166.57715115	-15.7970999936
65.7778846284	4.25320944823	166.577696431	-15.796907381
65.8400330797	4.11195095428	166.578241701	-15.7967147707
65.8638667393	3.86630646453	166.57845081	-15.7966409051
65.9260123626	3.7250479257	166.578996053	-15.7964483017
65.9498422051	3.47940375478	166.579205128	-15.7963744472
65.9115275912	3.37501823592	166.578868969	-15.7964931934
65.935354783	3.12937449716	166.57907802	-15.7964193473
65.9974954213	2.98811616406	166.579623219	-15.7962267577
66.0596348932	2.84685771767	166.580168407	-15.7960341704
66.0834566049	2.60121436662	166.580377409	-15.7959603401
66.1455932481	2.45995587562	166.58092257	-15.7957677597
66.0689590718	2.25118665654	166.580250213	-15.7960052721
66.1310935577	2.1099284162	166.580795356	-15.7958126987
66.1932268772	1.96867006264	166.581340487	-15.7956201276
66.2170404559	1.72302753212	166.581549417	-15.7955463213
66.2791709463	1.58176913414	166.582094522	-15.795353757
66.3029807053	1.33612692315	166.582303418	-15.7952799619
66.2646611408	1.23174322328	166.58196722	-15.7953987282
66.3267883067	1.09048496296	166.582512295	-15.7952061732
66.3505937501	0.844843253611	166.582721152	-15.795132391
66.4127180867	0.703584949046	166.583266201	-15.7949398429
66.4365197093	0.457943559516	166.583475025	-15.7948660718
66.4986412162	0.316685210793	166.584020047	-15.7946735306
66.5607615562	0.175426748997	166.584565059	-15.7944809916
66.4841164795	-0.0333384665786	166.583892615	-15.7947185491
66.5462346609	-0.17459667732	166.584437608	-15.7945260171
66.5700281452	-0.420237244749	166.584646359	-15.7944522702
66.6321434966	-0.561495499465	166.585191325	-15.7942597451
66.694257681	-0.702753867179	166.58573628	-15.7940672223
66.7180456802	-0.948394045267	166.585944983	-15.7939934911
66.7801570345	-1.08965245684	166.586489911	-15.7938009752
66.8039412109	-1.33529231451	166.58669858	-15.7937272551
66.7656151998	-1.43967364761	166.58636233	-15.7938460482
66.8277232277	-1.58093192084	166.586907229	-15.7936535416
66.8515030845	-1.82657127579	166.587115859	-15.7935798345
66.9136082819	-1.96782959269	166.587660731	-15.7933873347
66.9373843151	-2.21346862693	166.587869327	-15.7933136388
66.9994866815	-2.35472698743	166.588414174	-15.793121146
67.0615878809	-2.49598546077	166.588959009	-15.7929286554
67.0853584266	-2.74162410484	166.589167555	-15.7928549752
67.0470289397	-2.84600416265	166.588831278	-15.7929737828
67.1091268115	-2.98726249728	166.589376083	-15.7927813015
67.1328930354	-3.23290063805	166.589584592	-15.7927076343
67.194988076	-3.37415901607	166.59012937	-15.7925151599
67.2187504749	-3.61979683566	166.590337845	-15.7924415039
67.2808426842	-3.76105525697	166.590882597	-15.7922490364
67.3429337261	-3.90231379099	166.591427339	-15.7920565712
67.3666906353	-4.14795121977	166.591635764	-15.7919829309
67.4287788455	-4.28920979696	166.592180479	-15.7917904726
67.4908658882	-4.43046848683	166.592725183	-15.7915980165
67.514617307	-4.67610552455	166.592933559	-15.791524392
67.4762828497	-4.78048375958	166.592597242	-15.7916432208
67.5383665638	-4.92174231024	166.593141916	-15.791450774
67.5621136581	-5.16737884387	166.593350254	-15.7913771625
67.6241945402	-5.30863743749	166.593894902	-15.7911847227
67.6479378073	-5.55427364929	166.594103205	-15.7911111223
67.710015857	-5.69553228578	166.594647827	-15.7909186894
67.7720927391	-5.83679103482	166.595192436	-15.7907262587
67.795830514	-6.08242685492	166.595400691	-15.7906526741
67.8579045635	-6.22368564671	166.595945275	-15.7904602503
67.9199774453	-6.364944551	166.596489847	-15.7902678288
67.9437097269	-6.61057997914	166.596698053	-15.79019426
