68.0057797763	-6.75183892607	166.597242599	-15.7900018454
68.0678486575	-6.89309798545	166.597787133	-15.789809433
67.9911677999	-7.10185007809	166.597114407	-15.790047142
68.0532345188	-7.24310888523	166.597658923	-15.7898547367
68.1153000698	-7.38436780477	166.598203427	-15.7896623336
68.1390225296	-7.63000233559	166.598411546	-15.7895887937
68.2010852475	-7.77126129755	166.598956024	-15.7893963975
68.2631467974	-7.91252037188	166.599500491	-15.7892040036
68.2868637622	-8.15815451002	166.59970856	-15.7891304795
68.3489224789	-8.29941362664	166.600253001	-15.7889380925
68.4109800275	-8.44067285559	166.600797431	-15.7887457078
68.4346914962	-8.6863066008	166.601005451	-15.7886721995
68.4967462113	-8.82756587193	166.601549854	-15.7884798217
68.558799758	-8.96882525532	166.602094246	-15.7882874461
68.5825057302	-9.21445860736	166.602302217	-15.7882139536
68.6445564434	-9.35571803282	166.602846582	-15.788021585
68.7066059883	-9.4969775705	166.603390937	-15.7878292186
68.7303064634	-9.74261052911	166.603598858	-15.7877557419
68.7923531743	-9.88387010874	166.604143186	-15.7875633824
