
  The input file had          169  events
 station not found VTUR 
 station not found VIRH 
 station not found VKOL 
 station not found VBOK 
 station not found VTAM 
 station not found VBUT 
 station not found VSAR 
 station not found VAVU 
 station not found VASA 
 station not found VLEB 
 station not found VPOT 
 station not found VNAR 
 station not found VANG 
 station not found VWUS 
 station not found VEBE 
 station not found VSUL 
 station not found VSAL 
 station not found OS01 
 station not found OS08 
 station not found OS05 
 station not found OS02 
 station not found VESP 
 station not found OS04 
 station not found OS07 
 station not found OS06 
 station not found OS03 
VLAK  18.06 0.25 S
VNAR  10.42 0.75 P
VPOT  11.20 1.00 P
VPOT  20.32 0.50 S
OS08  10.59 1.00 P
OS05  11.00 0.25 P
OS04  11.48 0.75 P
VASA  13.04 0.75 P
VASA  22.84 0.50 S
VAVU  13.73 0.75 P
OS03  13.74 0.75 P
VBOK  26.20 0.75 S
VEBE  15.27 0.75 P
VSUL  16.03 0.50 P
VTAM  16.10 0.75 P
VIRH  16.65 0.75 P
VBUT  17.65 0.50 P
VTUR  18.29 0.75 P
VWUS  18.21 0.50 P
VSAR  19.64 0.50 P
# 2008  6  1 11 53 33.2 -15.506  167.725 129.7 0.0 0.0 0.0 0.3   78
VTUR  33.35 0.50 S
VAVU  34.18 0.25 S
VPOT  19.46 0.50 P
VNAR  18.81 0.50 P
VKOL  19.06 0.50 P
VKOL  34.16 0.50 S
VBUT  18.99 0.50 P
VBUT  35.03 0.25 S
VEBE  20.52 0.25 P
VLEB  35.82 0.75 S
VSAR  20.06 0.75 P
VSAR  35.84 0.75 S
VANG  20.95 0.75 P
# 2008  6  1 11 58  8.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0   79
# 2008  6  1 12  2 46.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0   80
OS02  21.73 0.50 P
VPOT  16.49 0.75 P
VSUL  23.76 0.75 P
VTUR  23.29 0.50 P
VESP  16.00 0.50 P
OS10  11.84 0.50 P
OS06  15.93 0.75 P
OS04  19.50 0.50 P
OS03  20.15 0.75 P
VTAM  23.24 0.75 P
# 2008  6  1 12 11  5.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0   81
# 2008  6  1 12 11 21.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0   82
VANG  18.94 0.75 P
VSAR  16.93 0.25 P
VLEB  18.33 0.75 P
VKOL  14.49 0.75 P
VBUT  17.23 0.50 P
VAVU  17.69 0.75 P
VTUR  14.85 0.75 P
# 2008  6  1 12 12 47.0 -15.670  166.806  33.6 0.0 0.0 0.0 0.1   83
VSUL   6.30 0.50 P
VEBE   5.83 0.75 P
VLEB   6.68 0.75 P
VAVU   6.96 1.00 P
VTAM   7.16 0.75 P
VBUT   7.56 0.50 P
VANG   7.99 0.75 P
VIRH   8.77 0.75 P
VTUR   9.08 1.00 P
# 2008  6  1 12 14  4.2 -15.630  167.256 118.4 0.0 0.0 0.0 0.3   84
VBOK  15.61 0.75 P
VBOK  27.30 0.75 S
VASA  15.68 1.00 P
VASA  27.81 0.25 S
VAVU  15.77 1.00 P
VAVU  28.26 0.25 S
VIRH  15.27 1.00 P
VTAM  15.74 0.75 P
VPOT  16.19 1.00 P
OS08  15.38 1.00 P
VEBE  16.28 1.00 P
VTUR  15.87 0.75 P
VESP  16.48 0.75 P
VNAR  16.64 1.00 P
VNAR  30.42 0.50 S
VLEB  16.28 0.75 P
VBUT  16.23 1.00 P
VBUT  30.12 0.25 S
OS05  16.29 0.75 P
VSAL  16.83 0.75 P
VKOL  16.37 0.75 P
VKOL  28.99 0.75 S
OS07  16.47 1.00 P
VSAR  16.82 0.75 P
VSAR  30.53 0.25 S
VANG  17.13 1.00 P
VLAK  17.57 0.75 P
VLAK  32.27 0.25 S
VLEV  17.77 0.75 P
VSUL  17.55 0.75 P
OS06  17.13 1.00 P
OS10  16.81 1.00 P
OS04  17.32 0.75 P
VWUS  18.39 0.50 P
OS02  17.40 0.75 P
OS09  17.23 1.00 P
OS01  17.82 1.00 P
OS03  18.57 0.75 P
# 2008  6  1 12 16 28.3 -15.759  166.740  37.7 0.0 0.0 0.0 0.9   85
VSAL   6.10 1.00 P
VSUL   6.63 0.75 P
VEBE   7.87 0.75 P
VAVU   8.76 0.75 P
VWUS   8.36 0.75 P
VLEB   8.51 0.75 P
VTAM  15.06 0.75 S
VBUT   9.29 0.25 P
VASA  10.91 0.50 P
VIRH  10.64 0.75 P
VIRH  17.90 0.50 S
VSAR  10.82 0.50 P
VTUR  11.13 1.00 P
VTUR  18.44 0.50 S
VNAR   8.54 0.50 P
# 2008  6  1 12 26 16.9 -15.524  166.923  29.4 0.0 0.0 0.0 0.2   86
VEBE   4.58 1.00 P
VLEB   4.62 1.00 P
VLEB   8.35 0.50 S
VSAL   5.28 0.75 P
VTAM   5.00 1.00 P
VBUT   5.26 1.00 P
VSUL   5.49 0.50 P
VANG   5.95 1.00 P
VANG  11.20 0.50 S
VAVU   5.66 1.00 P
VIRH   6.35 1.00 P
VSAR   6.60 0.75 P
VTUR   6.58 0.75 P
# 2008  6  1 12 33 30.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0   87
# 2008  6  1 12 36 37.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0   88
# 2008  6  1 12 42 15.1 -14.829  167.319 124.1 0.0 0.0 0.0 0.3   89
VSAR  17.72 0.25 P
VSAR  31.85 0.50 S
VTUR  17.52 0.75 P
VBUT  18.33 0.50 P
VBUT  33.26 0.75 S
VIRH  18.11 0.75 P
VLEB  19.12 0.75 P
VLEB  33.43 0.75 S
VAVU  20.21 0.50 P
VAVU  36.39 0.50 S
# 2008  6  1 12 50 13.6 -15.969  167.786 153.1 0.0 0.0 0.0 0.2   90
VPOT  21.51 0.25 P
VESP  21.33 0.50 P
VIRH  22.37 0.50 P
VTUR  23.14 0.75 P
VTUR  41.31 0.25 S
VBUT  24.38 0.25 P
VBUT  43.64 0.50 S
VSAR  24.80 0.75 P
VSAR  44.27 0.50 S
VANG  25.26 0.50 P
# 2008  6  1 12 51 53.3 -14.960  167.314 142.1 0.0 0.0 0.0 0.3   91
VKOL  18.51 0.75 P
VKOL  33.03 0.50 S
VTUR  19.00 0.75 P
VTUR  33.80 0.50 S
VSAR  19.18 1.00 P
VSAR  34.20 0.50 S
VBUT  19.77 0.75 P
VBUT  35.43 0.75 S
VIRH  19.38 0.75 P
VIRH  34.93 0.50 S
VANG  20.26 1.00 P
VANG  37.10 0.50 S
VTAM  35.80 0.75 S
VLEB  20.23 0.75 P
VAVU  21.24 0.50 P
VAVU  37.83 0.50 S
VWUS  21.56 0.50 P
VASA  21.54 0.75 P
VASA  38.30 0.50 S
VSUL  22.21 0.75 P
VPOT  23.21 0.75 P
OS01  21.76 0.50 P
VNAR  23.75 0.75 P
OS02  22.29 0.50 P
OS07  23.24 0.50 P
OS03  23.88 0.75 P
# 2008  6  1 12 59 26.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0   92
VAVU  24.25 0.75 P
VBUT  28.64 0.75 P
VNAR  18.51 0.75 P
VIRH  25.39 0.75 P
VESP  20.19 0.75 P
OS09  23.32 0.25 P
VASA  22.04 0.25 P
VPOT  20.39 0.75 P
# 2008  6  1 13  3 46.6 -14.637  167.512  94.9 0.0 0.0 0.0 0.1   93
VSAR  16.87 0.25 P
VSAR  30.03 0.25 S
VIRH  17.50 0.75 P
VIRH  31.80 0.25 S
VBUT  17.66 0.50 P
VBUT  31.76 0.25 S
VANG  18.29 0.50 P
VAVU  19.86 0.75 P
# 2008  6  1 13 10 55.4 -16.627  167.807  25.7 0.0 0.0 0.0 0.1   94
VNAR  13.64 0.75 P
VNAR  24.74 0.25 S
OS10  14.50 0.75 P
VESP  14.83 0.75 P
VPOT  15.64 0.75 P
OS09  16.54 0.75 P
VIRH  21.13 0.50 P
OS03  23.95 0.75 P
# 2008  6  1 13 14  8.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0   95
# 2008  6  1 13 19 54.8 -14.846  167.409 113.4 0.0 0.0 0.0 0.2   96
VTUR  16.44 0.50 P
VSAR  16.72 0.50 P
VSAR  30.13 0.25 S
VIRH  17.18 0.75 P
VIRH  31.13 0.50 S
VBUT  17.40 0.50 P
VBUT  31.45 0.50 S
VANG  18.26 0.25 P
VLEB  18.50 0.25 P
VLEB  32.26 0.50 S
VAVU  19.26 0.25 P
# 2008  6  1 13 43 12.8 -16.110  167.504  30.1 0.0 0.0 0.0 0.3   97
VNAR   5.84 1.00 P
VNAR  10.84 0.25 S
VPOT   7.31 1.00 P
VESP   7.37 0.75 P
VASA   8.80 0.75 P
OS10   8.63 1.00 P
OS08   9.32 0.75 P
VBOK  18.36 0.75 S
VAVU  10.86 0.75 P
OS05  11.03 0.50 P
OS09  10.78 1.00 P
OS06  11.64 0.50 P
VIRH  12.16 0.75 P
VIRH  22.14 0.50 S
VEBE  13.51 0.50 P
VTAM  23.82 0.50 S
OS04  13.01 0.50 P
VTUR  13.69 0.75 P
VBUT  15.23 0.75 P
VBUT  27.46 0.25 S
VSAR  16.88 0.75 P
VSAR  30.19 0.25 S
# 2008  6  1 14  6 39.3 -15.621  167.806 135.0 0.0 0.0 0.0 0.2   98
VBOK  33.85 0.25 S
VASA  19.18 0.75 P
VASA  34.50 1.00 S
VNAR  19.52 0.25 P
VAVU  19.80 0.75 P
VAVU  36.23 0.50 S
VTAM  20.11 0.75 P
VTAM  35.98 0.50 S
VKOL  20.47 0.75 P
VKOL  37.13 0.25 S
VEBE  21.17 0.50 P
VBUT  20.90 0.75 P
VBUT  37.93 0.50 S
VLEB  21.23 0.75 P
VLEB  37.83 0.25 S
VSAR  38.38 0.50 S
OS10  21.28 0.50 P
VANG  21.98 0.25 P
# 2008  6  1 14 13 28.9 -15.466  167.885 128.0 0.0 0.0 0.0 0.3   99
VIRH  18.28 0.50 P
VIRH  34.38 0.50 S
VASA  19.37 0.75 P
VTUR  34.70 0.25 S
VNAR  20.21 0.25 P
VPOT  20.17 0.75 P
VPOT  36.18 0.50 S
VKOL  20.20 0.50 P
VAVU  19.85 0.75 P
VAVU  35.43 0.75 S
VESP  20.48 0.75 P
VBUT  20.15 0.50 P
VBUT  36.98 0.50 S
VSAR  37.77 0.25 S
VEBE  21.29 0.50 P
VLEB  21.06 0.25 P
VLEB  37.94 0.75 S
VANG  22.20 0.75 P
VANG  39.51 0.75 S
# 2008  6  1 14 18 38.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0  100
# 2008  6  1 14 18 42.1 -16.601  167.160  23.7 0.0 0.0 0.0 0.5  101
OS10   7.51 1.00 P
VLEV   8.53 0.75 P
OS09   9.29 1.00 P
VLAK   9.92 0.75 P
VESP  11.31 0.75 P
OS07  11.10 0.75 P
VNAR  11.57 0.75 P
OS06  11.84 0.75 P
VPOT  12.94 0.75 P
OS08  13.64 1.00 P
OS05  14.00 1.00 P
VASA  15.16 0.75 P
OS04  14.41 1.00 P
VAVU  16.53 0.75 P
VAVU  29.84 0.25 S
VSAL  16.92 1.00 P
VBOK  29.88 0.75 S
VEBE  18.31 0.75 P
OS03  17.13 1.00 P
OS02  16.66 1.00 P
VTAM  19.01 1.00 P
VTAM  34.07 0.50 S
VIRH  19.22 0.75 P
VIRH  33.98 0.50 S
VSUL  19.18 0.50 P
VLEB  19.93 0.75 P
OS01  18.91 1.00 P
VBUT  20.64 1.00 P
VTUR  20.81 0.75 P
VTUR  37.35 0.50 S
VWUS  21.21 0.75 P
VANG  21.88 0.50 P
VKOL  22.56 0.75 P
VSAR  22.24 1.00 P
VSAR  39.99 0.50 S
# 2008  6  1 14 26 12.7 -14.819  167.365  93.1 0.0 0.0 0.0 0.1  102
VKOL  13.78 0.75 P
VKOL  25.13 0.75 S
VTUR  14.33 0.50 P
VSAR  14.55 0.75 P
VSAR  26.41 0.50 S
VBUT  15.39 0.75 P
VBUT  27.67 0.75 S
VIRH  15.37 0.75 P
VIRH  27.27 0.50 S
VANG  15.61 0.75 P
VTAM  16.01 0.75 P
VTAM  28.45 0.50 S
VAVU  17.55 0.75 P
VAVU  31.36 0.50 S
# 2008  6  1 14 28 17.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0  103
# 2008  6  1 14 31 10.2 -14.760  166.369 106.8 0.0 0.0 0.0 0.0  104
VSAR  31.98 0.75 S
VBUT  33.36 0.50 S
VTAM  19.76 0.50 P
VIRH  20.61 0.50 P
# 2008  6  1 14 33  1.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0  105
# 2008  6  1 14 34  5.1 -16.574  167.226  15.6 0.0 0.0 0.0 0.4  106
OS10   7.50 0.50 P
VLAK   9.54 0.75 P
VLAK  17.23 0.50 S
VESP  11.16 0.50 P
OS08  13.41 0.75 P
VAVU  16.29 0.75 P
VAVU  29.32 0.25 S
OS03  16.84 0.50 P
VTUR  20.80 0.75 P
VTUR  36.93 0.25 S
# 2008  6  1 14 38 44.2 -14.478  167.124 162.0 0.0 0.0 0.0 0.2  107
VKOL  22.96 0.75 P
VKOL  41.15 0.25 S
VSAR  23.50 0.75 P
VSAR  41.73 0.25 S
VANG  24.40 0.75 P
VANG  43.67 0.50 S
VTUR  23.74 0.25 P
VBUT  24.44 0.50 P
VBUT  43.42 0.75 S
VLEB  24.92 0.75 P
VIRH  24.47 0.75 P
VWUS  25.69 0.75 P
VAVU  26.69 0.75 P
VAVU  47.89 0.50 S
OS01  25.94 0.50 P
OS04  28.32 0.50 P
OS03  28.46 0.50 P
# 2008  6  1 14 42 22.7 -16.559  167.199  19.2 0.0 0.0 0.0 0.4  108
OS10   7.15 0.75 P
VLAK   9.34 0.75 P
VLAK  17.08 0.50 S
OS09   8.87 0.75 P
VESP  10.93 0.50 P
OS08  13.30 0.75 P
OS05  13.67 0.50 P
OS04  14.20 0.25 P
VAVU  16.20 0.50 P
OS03  16.57 0.75 P
VIRH  18.77 0.75 P
VIRH  33.38 0.75 S
VBUT  20.21 0.75 P
VBUT  36.58 0.75 S
VTUR  20.46 0.25 P
VSAR  21.92 0.75 P
VSAR  39.24 0.25 S
# 2008  6  1 14 44 18.0 -15.140  167.807 120.8 0.0 0.0 0.0 0.1  109
VTUR  18.13 0.75 P
VIRH  18.54 0.25 P
VTAM  34.52 0.75 S
VSAR  19.35 1.00 P
VSAR  34.82 0.50 S
VBUT  19.40 0.75 P
VBUT  35.19 0.75 S
VANG  20.78 0.75 P
VANG  37.17 0.50 S
# 2008  6  1 14 50 48.1 -15.172  167.888  92.0 0.0 0.0 0.0 0.3  110
VKOL  17.00 0.25 P
VIRH  15.61 0.50 P
VTAM  30.75 0.50 S
VSAR  17.69 0.50 P
VSAR  32.08 0.25 S
VAVU  17.17 0.50 P
VBUT  17.27 0.50 P
VBUT  31.47 0.50 S
VPOT  18.64 0.50 P
VNAR  19.11 0.75 P
VANG  34.39 0.50 S
# 2008  6  1 14 55 52.8 -14.787  167.503 105.9 0.0 0.0 0.0 0.0  111
VKOL  16.03 0.50 P
VSAR  16.75 0.75 P
VIRH  17.18 0.75 P
VIRH  30.98 0.75 S
VBUT  17.54 0.75 P
VBUT  31.48 0.25 S
# 2008  6  1 15  0  8.7 -16.705  167.867  22.0 0.0 0.0 0.0 0.4  112
VNAR  15.23 0.75 P
VNAR  26.19 0.25 S
OS10  16.18 1.00 P
VESP  16.57 0.75 P
VPOT  17.35 0.75 P
OS09  18.21 1.00 P
VAVU  21.20 0.50 P
VIRH  22.78 0.75 P
OS04  22.54 0.75 P
VBUT  25.32 0.75 P
VBUT  46.63 0.50 S
OS03  25.62 0.75 P
VSAR  28.42 0.25 P
# 2008  6  1 15  1 43.4 -14.774  167.458 153.9 0.0 0.0 0.0 0.1  113
VKOL  21.13 0.50 P
VTUR  21.39 0.25 P
VSAR  21.79 0.75 P
VIRH  22.03 0.50 P
VBUT  22.29 0.75 P
VBUT  40.10 0.50 S
VANG  22.66 0.75 P
VAVU  23.84 0.75 P
VAVU  42.48 0.25 S
VASA  24.07 0.50 P
# 2008  6  1 15  4 28.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0  114
# 2008  6  1 15 18 38.3 -15.543  167.424 126.5 0.0 0.0 0.0 0.4  115
VBOK  29.50 0.75 S
VIRH  16.20 0.75 P
VIRH  29.05 0.25 S
VASA  16.93 0.75 P
VAVU  17.19 0.75 P
VAVU  31.97 0.25 S
VTUR  16.55 0.75 P
VTUR  29.61 0.75 S
VTAM  17.16 1.00 P
VTAM  30.90 0.75 S
VPOT  18.10 0.75 P
VKOL  16.89 0.75 P
VKOL  30.62 0.25 S
VNAR  18.06 0.75 P
VNAR  32.61 0.25 S
OS08  17.35 0.50 P
VEBE  18.13 0.75 P
VBUT  17.86 0.75 P
VBUT  31.86 0.50 S
VLEB  17.97 0.75 P
VLEB  32.99 0.25 S
VESP  18.11 0.50 P
VSAR  18.13 1.00 P
VSAR  32.81 0.75 S
VLAK  19.20 0.75 P
VANG  18.79 0.75 P
VANG  34.37 0.50 S
VSAL  18.69 0.75 P
OS07  18.58 0.25 P
VSUL  19.44 0.50 P
VWUS  20.31 0.75 P
OS04  19.30 1.00 P
OS02  19.28 0.75 P
OS09  19.26 0.75 P
OS01  19.79 1.00 P
OS03  20.59 1.00 P
# 2008  6  1 15 33 35.4 -15.766  167.842 103.6 0.0 0.0 0.0 2.4  116
VNAR  15.14 0.75 P
VPOT  15.64 0.75 P
VASA  15.29 0.75 P
VASA  27.43 0.25 S
VBOK  26.83 0.50 P
VESP  16.79 0.75 P
VIRH  15.45 0.75 P
VAVU  16.84 0.75 P
OS08  17.19 0.50 P
VTUR  16.24 0.75 P
VTAM  17.30 0.25 P
VKOL  16.82 0.25 P
VEBE  19.39 0.25 P
VBUT  18.60 0.75 P
VLEB  19.18 0.75 P
VSAR  19.19 0.75 P
VANG  20.89 0.75 P
# 2008  6  1 15 38  4.3 -14.828  167.271 144.4 0.0 0.0 0.0 0.3  117
VKOL  19.38 0.75 P
VKOL  34.55 0.75 S
VSAR  20.02 1.00 P
VSAR  35.81 0.75 S
VTUR  19.86 0.75 P
VTUR  35.25 0.75 S
VBUT  20.50 1.00 P
VANG  37.67 0.75 S
VIRH  20.44 0.75 P
VIRH  36.28 0.75 S
VLEB  21.16 0.50 P
VLEB  37.74 0.75 S
VTAM  21.00 0.25 P
VTAM  37.68 0.75 S
VWUS  22.17 0.25 P
VAVU  22.17 0.75 P
VAVU  22.37 0.75 P
VAVU  39.85 0.75 S
VAVU  39.94 0.75 S
VASA  22.74 0.75 P
OS02  23.06 0.75 P
OS03  24.62 0.75 P
# 2008  6  1 15 38  4.3 -14.882  167.258 148.0 0.0 0.0 0.0 0.3  118
VSAR  20.00 0.75 P
VSAR  35.73 0.75 S
VTUR  19.85 0.75 P
VTUR  35.16 0.75 S
VBUT  20.51 0.50 P
VBUT  37.11 0.25 S
VANG  20.96 0.75 P
VANG  38.02 0.75 S
VIRH  20.43 0.75 P
VIRH  36.37 0.75 S
VLEB  21.24 0.50 P
VLEB  37.76 0.50 S
VTAM  20.96 0.75 P
VTAM  37.61 0.75 S
VWUS  22.17 0.75 P
VAVU  22.25 0.50 P
VAVU  39.85 0.75 S
VASA  22.78 0.75 P
OS02  23.05 0.75 P
OS03  24.62 1.00 P
# 2008  6  1 15 40 22.5 -14.513  167.019  28.5 0.0 0.0 0.0 0.1  119
VSAR  12.45 0.50 P
VSAR  22.04 0.50 S
VKOL  12.31 0.75 P
VKOL  22.32 0.50 S
VTUR  13.81 0.75 P
VTUR  24.78 0.50 S
VBUT  13.94 0.75 P
VBUT  25.45 0.50 S
VIRH  15.66 0.75 P
VIRH  28.11 0.25 S
VAVU  18.51 0.75 P
VAVU  33.18 0.50 S
# 2008  6  1 16  3 19.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0  120
# 2008  6  1 16  8 39.7 -16.473  167.125  25.0 0.0 0.0 0.0 0.8  121
OS10   5.38 0.75 P
VLEV   6.31 0.50 P
OS09   7.22 0.75 P
VLAK   7.70 0.25 P
VESP   9.42 0.75 P
OS07  10.66 0.25 P
OS08  11.45 0.75 P
VAVU  14.37 0.75 P
VAVU  26.84 0.50 S
OS03  14.83 0.75 P
VTAM  16.77 0.75 P
VTAM  30.57 0.75 S
VBUT  18.80 0.75 P
VBUT  32.60 0.75 S
VTUR  18.59 0.75 P
VTUR  32.87 0.50 S
VSAR  20.56 0.75 P
VSAR  34.00 0.50 S
# 2008  6  1 16 10 52.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0  122
# 2008  6  1 16 33  7.1 -15.336  167.001  43.6 0.0 0.0 0.0 0.1  123
VBUT   6.15 0.75 P
VSAR   6.33 0.75 P
VSAR  11.54 0.75 S
VANG   6.77 0.50 P
VANG  11.96 0.50 S
VTUR   6.38 0.75 P
VTUR  11.47 0.50 S
VIRH   7.06 0.75 P
VIRH  12.65 0.75 S
VAVU   8.03 0.75 P
# 2008  6  1 16 42  0.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0  124
# 2008  6  1 16 43  8.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0  125
# 2008  6  1 16 43 43.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0  126
# 2008  6  1 16 57 53.1 -15.409  167.409  96.3 0.0 0.0 0.0 0.1  127
VIRH  12.81 0.75 P
VIRH  22.98 0.50 S
VTUR  13.08 0.75 P
VTUR  23.46 0.75 S
VTAM  13.54 0.75 P
VTAM  24.24 0.75 S
VAVU  13.86 0.75 P
VBUT  13.82 0.75 P
VBUT  24.72 0.25 S
VSAR  25.67 0.50 S
VANG  14.98 0.75 P
VANG  27.01 0.25 S
# 2008  6  1 17  4 22.0 -14.825  167.053  98.5 0.0 0.0 0.0 0.4  128
VKOL  14.17 0.75 P
VKOL  25.10 0.50 S
VSAR  14.40 1.00 P
VSAR  25.56 0.75 S
VANG  15.27 1.00 P
VANG  27.37 0.75 S
VTUR  14.65 1.00 P
VTUR  25.87 0.75 S
VBUT  15.20 1.00 P
VLEB  15.87 0.75 P
VLEB  28.30 0.50 S
VIRH  15.57 1.00 P
VIRH  27.70 0.75 S
VTAM  15.88 0.75 P
VTAM  28.46 0.50 S
VWUS  16.76 0.75 P
VWUS  30.12 0.50 S
VEBE  17.66 0.75 P
VEBE  32.64 0.25 S
VSUL  17.73 1.00 P
VAVU  17.57 1.00 P
VAVU  31.65 0.75 S
VSAL  18.55 0.75 P
OS01  17.18 1.00 P
VASA  18.71 1.00 P
OS02  18.29 1.00 P
OS05  19.04 0.75 P
VPOT  20.82 0.75 P
VPOT  37.34 0.50 S
OS04  19.63 1.00 P
OS07  20.89 0.75 P
VESP  21.46 0.75 P
VESP  38.36 0.50 S
OS03  19.92 0.75 P
VNAR  22.00 0.75 P
VNAR  39.21 0.25 S
OS06  21.42 0.75 P
VLAK  43.21 0.50 S
OS09  22.62 0.75 P
# 2008  6  1 17  8 15.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0  129
# 2008  6  1 17  8 48.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0  130
# 2008  6  1 17  9 42.2 -15.601  167.569 139.3 0.0 0.0 0.0 0.4  131
VBOK  18.32 0.50 P
VBOK  32.76 0.75 S
VASA  18.78 0.75 P
VASA  33.10 0.25 S
VPOT  19.16 0.50 P
VPOT  34.57 0.25 S
VAVU  18.91 0.50 P
VAVU  34.41 0.50 S
VNAR  18.93 0.50 P
VNAR  35.21 0.50 S
VTUR  33.66 0.75 S
VTAM  34.73 0.75 S
VESP  19.75 0.75 P
VESP  35.00 0.50 S
VLAK  37.08 0.50 S
OS08  19.10 0.50 P
VKOL  19.42 0.25 P
VKOL  34.95 0.50 S
VEBE  20.64 0.75 P
VEBE  36.93 0.25 S
VBUT  19.64 0.50 P
VBUT  35.83 0.50 S
VLEB  20.43 0.75 P
VLEV  21.00 0.75 P
VLEV  37.54 0.25 S
VSAR  20.67 0.50 P
OS05  20.22 0.50 P
OS07  20.18 0.50 P
VSAL  20.96 0.75 P
VANG  21.19 0.75 P
VANG  38.89 0.25 S
OS10  20.38 0.50 P
VSUL  22.08 0.75 P
OS04  21.56 0.75 P
OS09  21.09 0.75 P
VWUS  22.94 0.75 P
OS02  21.72 0.75 P
OS01  22.27 0.75 P
OS03  22.82 0.75 P
# 2008  6  1 17 21 54.7 -14.941  167.442 107.1 0.0 0.0 0.0 0.2  132
VTUR  15.29 0.25 P
VTUR  27.69 0.75 S
VSAR  15.85 0.75 P
VSAR  28.70 0.75 S
VIRH  15.92 0.50 P
VIRH  28.62 0.50 S
VTAM  16.63 0.50 P
VANG  17.13 0.75 P
VANG  30.16 0.50 S
VLEB  31.04 0.50 S
VAVU  17.86 0.75 P
# 2008  6  1 17 23 41.4 -14.916  167.359 102.4 0.0 0.0 0.0 0.1  133
VTUR  14.89 0.75 P
VSAR  15.06 1.00 P
VSAR  27.14 0.75 S
VIRH  15.51 0.75 P
VIRH  27.62 0.50 S
VBUT  15.57 0.75 P
VANG  16.02 0.75 P
VANG  29.27 0.50 S
VTAM  16.03 0.50 P
VTAM  28.69 0.50 S
VLEB  16.16 0.25 P
VLEB  29.33 0.75 S
VAVU  17.43 0.75 P
VAVU  31.28 0.75 S
# 2008  6  1 17 31 51.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0  134
# 2008  6  1 17 50 10.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0  135
# 2008  6  1 17 53 45.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0  136
# 2008  6  1 17 57 29.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0  137
# 2008  6  1 17 58  6.2 -15.528  167.399 116.2 0.0 0.0 0.0 0.4  138
VBOK  15.22 0.75 P
VBOK  26.74 0.50 S
VIRH  15.07 0.75 P
VIRH  26.47 0.50 S
VASA  15.62 0.75 P
VASA  27.75 0.50 S
VAVU  15.81 0.75 P
VAVU  28.13 0.50 S
VTUR  15.58 1.00 P
VTUR  27.14 0.75 S
VTAM  15.97 1.00 P
VTAM  28.35 0.50 S
VPOT  16.47 0.50 P
VPOT  30.68 0.25 S
VKOL  15.95 0.50 P
VKOL  28.17 0.50 S
VBUT  16.46 1.00 P
VBUT  29.44 0.75 S
VEBE  16.79 0.75 P
VLEB  16.71 0.75 P
VLEB  30.31 0.50 S
VNAR  17.00 1.00 P
VNAR  30.43 0.50 S
VESP  16.80 0.75 P
VESP  31.69 0.25 S
VSAR  16.96 1.00 P
VSAR  29.99 0.75 S
VANG  17.49 0.75 P
OS05  16.65 0.75 P
VSAL  17.57 0.75 P
VLAK  18.27 0.75 P
VLAK  32.83 0.50 S
OS07  17.27 0.75 P
VLEV  18.52 1.00 P
VWUS  19.11 1.00 P
VWUS  34.18 0.50 S
OS10  17.60 0.75 P
OS06  18.08 0.75 P
OS04  18.15 0.75 P
OS02  18.17 0.75 P
OS01  18.68 0.75 P
OS09  18.28 0.50 P
OS03  19.44 0.75 P
# 2008  6  1 18 22  7.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0  139
# 2008  6  1 18 23 48.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0  140
# 2008  6  1 18 24 18.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0  141
# 2008  6  1 18 32 56.0   0.000    0.000   0.0 0.0 0.0 0.0 0.0  142
# 2008  6  1 18 33 41.7 -15.291  167.298 120.9 0.0 0.0 0.0 0.4  143
VTUR  15.67 0.75 P
VTUR  27.59 0.75 S
VKOL  15.64 0.75 P
VKOL  27.66 0.50 S
VIRH  15.84 0.75 P
VIRH  27.84 0.50 S
VTAM  16.56 0.75 P
VTAM  28.90 0.50 S
VBUT  16.46 0.50 P
VBUT  29.27 0.50 S
VSAR  16.56 0.75 P
VSAR  29.60 0.50 S
VBOK  28.79 0.75 S
VLEB  16.85 0.75 P
VLEB  30.88 0.25 S
