 N#  STAT PH  dTime W1 W2     dZ    dLa    dLo    Mag SEED_name 
 38 VSARA  P  -0.14  0  1   -6.7   -5.4   -1.9    2.0 2008-06-01-0710-02S.VNRC__100_MSEED 
 38 VSARA  S  -0.12  1  2   -6.7   -5.4   -1.9    2.0 2008-06-01-0710-02S.VNRC__100_MSEED 
 38 VTURT  S  -0.16  2  3   -6.7   -5.4   -1.9    2.0 2008-06-01-0710-02S.VNRC__100_MSEED 
 39 OS01   P   0.00  0  1    1.3    8.7   14.4    2.7 2008-06-01-0730-57S.VNRC__100_MSEED 
 39 OS02   P   0.03  0  1    1.3    8.7   14.4    2.7 2008-06-01-0730-57S.VNRC__100_MSEED 
 39 OS03   P   0.04  0  1    1.3    8.7   14.4    2.7 2008-06-01-0730-57S.VNRC__100_MSEED 
 39 OS04   P  -0.10  0  1    1.3    8.7   14.4    2.7 2008-06-01-0730-57S.VNRC__100_MSEED 
 39 OS08   P  -0.53  0  3    1.3    8.7   14.4    2.7 2008-06-01-0730-57S.VNRC__100_MSEED 
 39 OS10   P  -0.04  0  1    1.3    8.7   14.4    2.7 2008-06-01-0730-57S.VNRC__100_MSEED 
 39 VASAV  P   0.03  1  1    1.3    8.7   14.4    2.7 2008-06-01-0730-57S.VNRC__100_MSEED 
 39 VAVUN  P  -0.11  0  2    1.3    8.7   14.4    2.7 2008-06-01-0730-57S.VNRC__100_MSEED 
 39 VBUTM  P   0.04  0  1    1.3    8.7   14.4    2.7 2008-06-01-0730-57S.VNRC__100_MSEED 
 39 VBUTM  S  -0.53  2  3    1.3    8.7   14.4    2.7 2008-06-01-0730-57S.VNRC__100_MSEED 
 39 VESPI  P   0.09  0  1    1.3    8.7   14.4    2.7 2008-06-01-0730-57S.VNRC__100_MSEED 
 39 VESPI  S  -0.40  2  2    1.3    8.7   14.4    2.7 2008-06-01-0730-57S.VNRC__100_MSEED 
 39 VIRHO  P   0.03  0  2    1.3    8.7   14.4    2.7 2008-06-01-0730-57S.VNRC__100_MSEED 
 39 VKOLH  P  -0.03  0  1    1.3    8.7   14.4    2.7 2008-06-01-0730-57S.VNRC__100_MSEED 
 39 VLEBE  P  -0.49  0  3    1.3    8.7   14.4    2.7 2008-06-01-0730-57S.VNRC__100_MSEED 
 39 VNARW  P  -0.03  1  2    1.3    8.7   14.4    2.7 2008-06-01-0730-57S.VNRC__100_MSEED 
 39 VNARW  S  -0.58  2  3    1.3    8.7   14.4    2.7 2008-06-01-0730-57S.VNRC__100_MSEED 
 39 VPOTO  P  -0.09  0  0    1.3    8.7   14.4    2.7 2008-06-01-0730-57S.VNRC__100_MSEED 
 39 VPOTO  S   0.05  2  3    1.3    8.7   14.4    2.7 2008-06-01-0730-57S.VNRC__100_MSEED 
 39 VSARA  P  -0.10  0  1    1.3    8.7   14.4    2.7 2008-06-01-0730-57S.VNRC__100_MSEED 
 39 VSARA  S   0.15  2  2    1.3    8.7   14.4    2.7 2008-06-01-0730-57S.VNRC__100_MSEED 
 39 VTAMB  P -13.61  1  3    1.3    8.7   14.4    2.7 2008-06-01-0730-57S.VNRC__100_MSEED 
 39 VTURT  P  -0.05  0  2    1.3    8.7   14.4    2.7 2008-06-01-0730-57S.VNRC__100_MSEED 
 39 VWUSI  P  -0.51  1  3    1.3    8.7   14.4    2.7 2008-06-01-0730-57S.VNRC__100_MSEED 
 40 VANGO  P  -0.12  1  1    8.3   -5.3  -21.3    2.5 2008-06-01-0736-18S.VNRC__100_MSEED 
 40 VANGO  S  -0.63  2  3    8.3   -5.3  -21.3    2.5 2008-06-01-0736-18S.VNRC__100_MSEED 
 40 VBUTM  P   0.10  2  2    8.3   -5.3  -21.3    2.5 2008-06-01-0736-18S.VNRC__100_MSEED 
 40 VBUTM  S  -0.53  1  3    8.3   -5.3  -21.3    2.5 2008-06-01-0736-18S.VNRC__100_MSEED 
 40 VIRHO  P  -0.15  1  2    8.3   -5.3  -21.3    2.5 2008-06-01-0736-18S.VNRC__100_MSEED 
 40 VIRHO  S  -0.37  1  2    8.3   -5.3  -21.3    2.5 2008-06-01-0736-18S.VNRC__100_MSEED 
 40 VLEBE  P  -0.33  1  1    8.3   -5.3  -21.3    2.5 2008-06-01-0736-18S.VNRC__100_MSEED 
 40 VSARA  P  -0.08  0  1    8.3   -5.3  -21.3    2.5 2008-06-01-0736-18S.VNRC__100_MSEED 
 40 VSARA  S  -0.38  0  1    8.3   -5.3  -21.3    2.5 2008-06-01-0736-18S.VNRC__100_MSEED 
 41 VANGO  P   0.05  1  1  -12.3   11.2   16.9    2.3 2008-06-01-0742-03S.VNRC__100_MSEED 
 41 VANGO  S  -0.03  2  3  -12.3   11.2   16.9    2.3 2008-06-01-0742-03S.VNRC__100_MSEED 
 41 VASAV  P   0.04  2  2  -12.3   11.2   16.9    2.3 2008-06-01-0742-03S.VNRC__100_MSEED 
 41 VBUTM  P   0.02  0  1  -12.3   11.2   16.9    2.3 2008-06-01-0742-03S.VNRC__100_MSEED 
 41 VBUTM  S   0.05  1  1  -12.3   11.2   16.9    2.3 2008-06-01-0742-03S.VNRC__100_MSEED 
 41 VIRHO  P  -0.37  0  2  -12.3   11.2   16.9    2.3 2008-06-01-0742-03S.VNRC__100_MSEED 
 41 VLEBE  P   0.00  0  1  -12.3   11.2   16.9    2.3 2008-06-01-0742-03S.VNRC__100_MSEED 
 41 VLEBE  S  -0.63  1  2  -12.3   11.2   16.9    2.3 2008-06-01-0742-03S.VNRC__100_MSEED 
 41 VPOTO  P   0.07  2  1  -12.3   11.2   16.9    2.3 2008-06-01-0742-03S.VNRC__100_MSEED 
 41 VSARA  P  -0.47  0  1  -12.3   11.2   16.9    2.3 2008-06-01-0742-03S.VNRC__100_MSEED 
 41 VSARA  S  -0.01  1  1  -12.3   11.2   16.9    2.3 2008-06-01-0742-03S.VNRC__100_MSEED 
 46 VANGO  P   0.09  1  1   -6.8    0.6    4.8    2.1 2008-06-01-0806-31S.VNRC__100_MSEED 
 46 VASAV  P   0.03  2  1   -6.8    0.6    4.8    2.1 2008-06-01-0806-31S.VNRC__100_MSEED 
 46 VAVUN  P   0.03  0  1   -6.8    0.6    4.8    2.1 2008-06-01-0806-31S.VNRC__100_MSEED 
 46 VAVUN  S  -0.57  2  3   -6.8    0.6    4.8    2.1 2008-06-01-0806-31S.VNRC__100_MSEED 
 46 VBOKI  S  -0.25  0  2   -6.8    0.6    4.8    2.1 2008-06-01-0806-31S.VNRC__100_MSEED 
 46 VBUTM  S  -0.06  1  3   -6.8    0.6    4.8    2.1 2008-06-01-0806-31S.VNRC__100_MSEED 
 46 VKOLH  P  -0.06  0  1   -6.8    0.6    4.8    2.1 2008-06-01-0806-31S.VNRC__100_MSEED 
 46 VKOLH  S  -0.18  1  1   -6.8    0.6    4.8    2.1 2008-06-01-0806-31S.VNRC__100_MSEED 
 46 VLEBE  P   0.01  1  2   -6.8    0.6    4.8    2.1 2008-06-01-0806-31S.VNRC__100_MSEED 
 46 VLEBE  S  -0.49  2  2   -6.8    0.6    4.8    2.1 2008-06-01-0806-31S.VNRC__100_MSEED 
 46 VNARW  S   0.01  1  2   -6.8    0.6    4.8    2.1 2008-06-01-0806-31S.VNRC__100_MSEED 
 46 VPOTO  P  -1.34  2  2   -6.8    0.6    4.8    2.1 2008-06-01-0806-31S.VNRC__100_MSEED 
 46 VSARA  P  -0.08  0  0   -6.8    0.6    4.8    2.1 2008-06-01-0806-31S.VNRC__100_MSEED 
 46 VSARA  S  -0.04  0  2   -6.8    0.6    4.8    2.1 2008-06-01-0806-31S.VNRC__100_MSEED 
 46 VTURT  P   0.06  0  0   -6.8    0.6    4.8    2.1 2008-06-01-0806-31S.VNRC__100_MSEED 
 47 VANGO  P   0.12  0  0    0.0    0.2    3.3    2.2 2008-06-01-0811-13S.VNRC__100_MSEED 
 47 VASAV  S  -0.14  0  1    0.0    0.2    3.3    2.2 2008-06-01-0811-13S.VNRC__100_MSEED 
 47 VAVUN  P   0.03  0  1    0.0    0.2    3.3    2.2 2008-06-01-0811-13S.VNRC__100_MSEED 
 47 VAVUN  S  -0.13  1  1    0.0    0.2    3.3    2.2 2008-06-01-0811-13S.VNRC__100_MSEED 
 47 VBOKI  S  -0.20  0  1    0.0    0.2    3.3    2.2 2008-06-01-0811-13S.VNRC__100_MSEED 
 47 VBUTM  P  -0.06  0  1    0.0    0.2    3.3    2.2 2008-06-01-0811-13S.VNRC__100_MSEED 
 47 VBUTM  S  -0.13  0  1    0.0    0.2    3.3    2.2 2008-06-01-0811-13S.VNRC__100_MSEED 
 47 VESPI  P   0.14  0  2    0.0    0.2    3.3    2.2 2008-06-01-0811-13S.VNRC__100_MSEED 
 47 VESPI  S  -0.70  1  3    0.0    0.2    3.3    2.2 2008-06-01-0811-13S.VNRC__100_MSEED 
 47 VIRHO  P  -0.01  0  1    0.0    0.2    3.3    2.2 2008-06-01-0811-13S.VNRC__100_MSEED 
 47 VKOLH  P   0.04  0  0    0.0    0.2    3.3    2.2 2008-06-01-0811-13S.VNRC__100_MSEED 
 47 VLEBE  P   0.03  0  0    0.0    0.2    3.3    2.2 2008-06-01-0811-13S.VNRC__100_MSEED 
 47 VLEBE  S   0.02  1  2    0.0    0.2    3.3    2.2 2008-06-01-0811-13S.VNRC__100_MSEED 
 47 VNARW  P  -0.01  2  2    0.0    0.2    3.3    2.2 2008-06-01-0811-13S.VNRC__100_MSEED 
 47 VPOTO  P   0.00  1  3    0.0    0.2    3.3    2.2 2008-06-01-0811-13S.VNRC__100_MSEED 
 47 VSARA  P  -0.31  0  1    0.0    0.2    3.3    2.2 2008-06-01-0811-13S.VNRC__100_MSEED 
 47 VSARA  S   0.40  1  3    0.0    0.2    3.3    2.2 2008-06-01-0811-13S.VNRC__100_MSEED 
 47 VTURT  P   0.00  0  1    0.0    0.2    3.3    2.2 2008-06-01-0811-13S.VNRC__100_MSEED 
 47 VWUSI  P  -0.07  0  2    0.0    0.2    3.3    2.2 2008-06-01-0811-13S.VNRC__100_MSEED 
 48 VANGO  P   0.02  1  1   43.2    9.1   41.0    1.8 2008-06-01-0818-09S.VNRC__100_MSEED 
 48 VAVUN  P   0.13  0  1   43.2    9.1   41.0    1.8 2008-06-01-0818-09S.VNRC__100_MSEED 
 48 VBUTM  P   0.01  0  1   43.2    9.1   41.0    1.8 2008-06-01-0818-09S.VNRC__100_MSEED 
 48 VIRHO  P   0.00  1  1   43.2    9.1   41.0    1.8 2008-06-01-0818-09S.VNRC__100_MSEED 
 48 VLEBE  P   0.03  1  1   43.2    9.1   41.0    1.8 2008-06-01-0818-09S.VNRC__100_MSEED 
 48 VPOTO  P  -0.11  2  2   43.2    9.1   41.0    1.8 2008-06-01-0818-09S.VNRC__100_MSEED 
 48 VSARA  P  -0.05  0  0   43.2    9.1   41.0    1.8 2008-06-01-0818-09S.VNRC__100_MSEED 
 50 VANGO  P   0.20  1  1  999.0  999.0  999.0    1.0 2008-06-01-0830-40S.VNRC__100_MSEED 
 53 VANGO  P   0.06  1  1  -18.0    4.9   14.2    2.0 2008-06-01-0847-16S.VNRC__100_MSEED 
 53 VANGO  S  -1.00  2  3  -18.0    4.9   14.2    2.0 2008-06-01-0847-16S.VNRC__100_MSEED 
 53 VAVUN  P   0.09  1  1  -18.0    4.9   14.2    2.0 2008-06-01-0847-16S.VNRC__100_MSEED 
 53 VBUTM  P   0.13  1  2  -18.0    4.9   14.2    2.0 2008-06-01-0847-16S.VNRC__100_MSEED 
 53 VBUTM  S  -0.61  1  2  -18.0    4.9   14.2    2.0 2008-06-01-0847-16S.VNRC__100_MSEED 
 53 VIRHO  P   0.05  0  2  -18.0    4.9   14.2    2.0 2008-06-01-0847-16S.VNRC__100_MSEED 
 53 VKOLH  P  -0.16  2  2  -18.0    4.9   14.2    2.0 2008-06-01-0847-16S.VNRC__100_MSEED 
 53 VKOLH  S  -0.54  2  2  -18.0    4.9   14.2    2.0 2008-06-01-0847-16S.VNRC__100_MSEED 
 53 VLEBE  P   0.25  1  2  -18.0    4.9   14.2    2.0 2008-06-01-0847-16S.VNRC__100_MSEED 
 53 VLEBE  S  -0.07  1  2  -18.0    4.9   14.2    2.0 2008-06-01-0847-16S.VNRC__100_MSEED 
 53 VSARA  P   0.03  0  1  -18.0    4.9   14.2    2.0 2008-06-01-0847-16S.VNRC__100_MSEED 
 53 VSARA  S  -0.78  1  2  -18.0    4.9   14.2    2.0 2008-06-01-0847-16S.VNRC__100_MSEED 
 54 VANGO  P   0.04  1  1   -0.3   -2.4   -3.2    2.1 2008-06-01-0859-11S.VNRC__100_MSEED 
 54 VANGO  S   0.30  2  2   -0.3   -2.4   -3.2    2.1 2008-06-01-0859-11S.VNRC__100_MSEED 
 54 VASAV  S   0.17  1  2   -0.3   -2.4   -3.2    2.1 2008-06-01-0859-11S.VNRC__100_MSEED 
 54 VBUTM  P  -0.01  1  2   -0.3   -2.4   -3.2    2.1 2008-06-01-0859-11S.VNRC__100_MSEED 
 54 VBUTM  S  -0.36  0  1   -0.3   -2.4   -3.2    2.1 2008-06-01-0859-11S.VNRC__100_MSEED 
 54 VESPI  S  -0.50  2  2   -0.3   -2.4   -3.2    2.1 2008-06-01-0859-11S.VNRC__100_MSEED 
 54 VIRHO  P   0.02  0  1   -0.3   -2.4   -3.2    2.1 2008-06-01-0859-11S.VNRC__100_MSEED 
 54 VIRHO  S  -0.21  1  3   -0.3   -2.4   -3.2    2.1 2008-06-01-0859-11S.VNRC__100_MSEED 
 54 VLEBE  P   0.04  2  1   -0.3   -2.4   -3.2    2.1 2008-06-01-0859-11S.VNRC__100_MSEED 
 54 VLEBE  S  -0.34  0  1   -0.3   -2.4   -3.2    2.1 2008-06-01-0859-11S.VNRC__100_MSEED 
 56 OS01   P  -0.01  0  1   84.6  -39.2  -35.6    3.0 2008-06-01-0921-22S.VNRC__100_MSEED 
 56 OS02   P  -0.03  0  1   84.6  -39.2  -35.6    3.0 2008-06-01-0921-22S.VNRC__100_MSEED 
 56 OS03   P   0.02  0  0   84.6  -39.2  -35.6    3.0 2008-06-01-0921-22S.VNRC__100_MSEED 
 56 OS04   P   0.06  0  1   84.6  -39.2  -35.6    3.0 2008-06-01-0921-22S.VNRC__100_MSEED 
 56 OS05   P   0.00  0  1   84.6  -39.2  -35.6    3.0 2008-06-01-0921-22S.VNRC__100_MSEED 
 56 OS07   P  -0.05  0  1   84.6  -39.2  -35.6    3.0 2008-06-01-0921-22S.VNRC__100_MSEED 
 56 OS08   P   1.08  0  2   84.6  -39.2  -35.6    3.0 2008-06-01-0921-22S.VNRC__100_MSEED 
 56 VANGO  P   0.04  0  0   84.6  -39.2  -35.6    3.0 2008-06-01-0921-22S.VNRC__100_MSEED 
 56 VANGO  S   0.12  2  1   84.6  -39.2  -35.6    3.0 2008-06-01-0921-22S.VNRC__100_MSEED 
 56 VASAV  P  -0.04  0  1   84.6  -39.2  -35.6    3.0 2008-06-01-0921-22S.VNRC__100_MSEED 
 56 VASAV  S   0.01  1  3   84.6  -39.2  -35.6    3.0 2008-06-01-0921-22S.VNRC__100_MSEED 
 56 VBUTM  P  -0.14  0  0   84.6  -39.2  -35.6    3.0 2008-06-01-0921-22S.VNRC__100_MSEED 
 56 VEBEN  P  -0.04  1  3   84.6  -39.2  -35.6    3.0 2008-06-01-0921-22S.VNRC__100_MSEED 
 56 VIRHO  P   0.01  0  2   84.6  -39.2  -35.6    3.0 2008-06-01-0921-22S.VNRC__100_MSEED 
 56 VKOLH  P  -0.06  0  1   84.6  -39.2  -35.6    3.0 2008-06-01-0921-22S.VNRC__100_MSEED 
 56 VLEBE  P  -0.18  0  1   84.6  -39.2  -35.6    3.0 2008-06-01-0921-22S.VNRC__100_MSEED 
 56 VLEBE  S  -0.06  2  1   84.6  -39.2  -35.6    3.0 2008-06-01-0921-22S.VNRC__100_MSEED 
 56 VPOTO  P   0.01  0  1   84.6  -39.2  -35.6    3.0 2008-06-01-0921-22S.VNRC__100_MSEED 
 56 VSALE  P  -0.03  1  1   84.6  -39.2  -35.6    3.0 2008-06-01-0921-22S.VNRC__100_MSEED 
 56 VSARA  P  -0.33  0  1   84.6  -39.2  -35.6    3.0 2008-06-01-0921-22S.VNRC__100_MSEED 
 56 VSARA  S  -0.12  2  2   84.6  -39.2  -35.6    3.0 2008-06-01-0921-22S.VNRC__100_MSEED 
 56 VTAMB  P   0.02  0  9   84.6  -39.2  -35.6    3.0 2008-06-01-0921-22S.VNRC__100_MSEED 
 56 VTAMB  S   0.20  1  2   84.6  -39.2  -35.6    3.0 2008-06-01-0921-22S.VNRC__100_MSEED 
 57 VANGO  P  -0.01  0  1  -16.2   10.2   19.8    2.1 2008-06-01-0933-06S.VNRC__100_MSEED 
 57 VAVUN  P   0.02  1  1  -16.2   10.2   19.8    2.1 2008-06-01-0933-06S.VNRC__100_MSEED 
 57 VAVUN  S  -0.11  1  1  -16.2   10.2   19.8    2.1 2008-06-01-0933-06S.VNRC__100_MSEED 
 57 VBOKI  S  -0.12  2  2  -16.2   10.2   19.8    2.1 2008-06-01-0933-06S.VNRC__100_MSEED 
 57 VBUTM  P   0.04  0  1  -16.2   10.2   19.8    2.1 2008-06-01-0933-06S.VNRC__100_MSEED 
 57 VBUTM  S  -0.10  1  2  -16.2   10.2   19.8    2.1 2008-06-01-0933-06S.VNRC__100_MSEED 
 57 VIRHO  P   0.05  0  1  -16.2   10.2   19.8    2.1 2008-06-01-0933-06S.VNRC__100_MSEED 
 57 VIRHO  S  -0.41  1  3  -16.2   10.2   19.8    2.1 2008-06-01-0933-06S.VNRC__100_MSEED 
 57 VKOLH  P   0.06  0  1  -16.2   10.2   19.8    2.1 2008-06-01-0933-06S.VNRC__100_MSEED 
 57 VLEBE  P   0.00  0  1  -16.2   10.2   19.8    2.1 2008-06-01-0933-06S.VNRC__100_MSEED 
 57 VLEBE  S   0.28  1  1  -16.2   10.2   19.8    2.1 2008-06-01-0933-06S.VNRC__100_MSEED 
 57 VTURT  P   0.05  1  0  -16.2   10.2   19.8    2.1 2008-06-01-0933-06S.VNRC__100_MSEED 
 57 VTURT  S   0.06  1  3  -16.2   10.2   19.8    2.1 2008-06-01-0933-06S.VNRC__100_MSEED 
 62 VBUTM  P  -0.76  1  2   40.9   -6.9  -32.9    2.1 2008-06-01-1001-08S.VNRC__100_MSEED 
 62 VBUTM  S  -0.26  2  1   40.9   -6.9  -32.9    2.1 2008-06-01-1001-08S.VNRC__100_MSEED 
 62 VLEBE  S  -0.53  1  1   40.9   -6.9  -32.9    2.1 2008-06-01-1001-08S.VNRC__100_MSEED 
 62 VSARA  P   0.04  0  1   40.9   -6.9  -32.9    2.1 2008-06-01-1001-08S.VNRC__100_MSEED 
 62 VSARA  S  -0.36  1  1   40.9   -6.9  -32.9    2.1 2008-06-01-1001-08S.VNRC__100_MSEED 
 63 OS01   P   0.00  1  1    0.7    8.5    9.8    2.6 2008-06-01-1027-35S.VNRC__100_MSEED 
 63 OS04   P   0.01  1  2    0.7    8.5    9.8    2.6 2008-06-01-1027-35S.VNRC__100_MSEED 
 63 OS05   P  -0.17  1  2    0.7    8.5    9.8    2.6 2008-06-01-1027-35S.VNRC__100_MSEED 
 63 OS07   P   0.04  0  2    0.7    8.5    9.8    2.6 2008-06-01-1027-35S.VNRC__100_MSEED 
 63 OS08   P  -0.04  0  1    0.7    8.5    9.8    2.6 2008-06-01-1027-35S.VNRC__100_MSEED 
 63 VANGO  P  -0.23  0  0    0.7    8.5    9.8    2.6 2008-06-01-1027-35S.VNRC__100_MSEED 
 63 VANGO  S   0.04  1  1    0.7    8.5    9.8    2.6 2008-06-01-1027-35S.VNRC__100_MSEED 
 63 VASAV  P  -0.03  0  1    0.7    8.5    9.8    2.6 2008-06-01-1027-35S.VNRC__100_MSEED 
 63 VAVUN  P  -0.16  0  1    0.7    8.5    9.8    2.6 2008-06-01-1027-35S.VNRC__100_MSEED 
 63 VAVUN  S  -0.02  2  3    0.7    8.5    9.8    2.6 2008-06-01-1027-35S.VNRC__100_MSEED 
 63 VBOKI  P  -0.07  2  2    0.7    8.5    9.8    2.6 2008-06-01-1027-35S.VNRC__100_MSEED 
 63 VBOKI  S  -0.10  1  1    0.7    8.5    9.8    2.6 2008-06-01-1027-35S.VNRC__100_MSEED 
 63 VBUTM  P  -0.01  0  1    0.7    8.5    9.8    2.6 2008-06-01-1027-35S.VNRC__100_MSEED 
 63 VBUTM  S  -0.09  1  3    0.7    8.5    9.8    2.6 2008-06-01-1027-35S.VNRC__100_MSEED 
 63 VEBEN  P  -0.04  0  1    0.7    8.5    9.8    2.6 2008-06-01-1027-35S.VNRC__100_MSEED 
 63 VESPI  P   0.00  0  1    0.7    8.5    9.8    2.6 2008-06-01-1027-35S.VNRC__100_MSEED 
 63 VIRHO  P  -0.04  0  3    0.7    8.5    9.8    2.6 2008-06-01-1027-35S.VNRC__100_MSEED 
 63 VKOLH  P  -0.18  0  2    0.7    8.5    9.8    2.6 2008-06-01-1027-35S.VNRC__100_MSEED 
 63 VKOLH  S  -0.03  1  1    0.7    8.5    9.8    2.6 2008-06-01-1027-35S.VNRC__100_MSEED 
 63 VLEBE  P   0.00  0  1    0.7    8.5    9.8    2.6 2008-06-01-1027-35S.VNRC__100_MSEED 
 63 VNARW  P   0.02  0  1    0.7    8.5    9.8    2.6 2008-06-01-1027-35S.VNRC__100_MSEED 
 63 VPOTO  P  -0.03  0  1    0.7    8.5    9.8    2.6 2008-06-01-1027-35S.VNRC__100_MSEED 
 63 VSARA  P  -0.14  0  1    0.7    8.5    9.8    2.6 2008-06-01-1027-35S.VNRC__100_MSEED 
 63 VSARA  S   0.02  0  2    0.7    8.5    9.8    2.6 2008-06-01-1027-35S.VNRC__100_MSEED 
 63 VTAMB  P   0.08  0  1    0.7    8.5    9.8    2.6 2008-06-01-1027-35S.VNRC__100_MSEED 
 63 VTURT  P  -0.23  0  2    0.7    8.5    9.8    2.6 2008-06-01-1027-35S.VNRC__100_MSEED 
 63 VTURT  S   0.12  1  3    0.7    8.5    9.8    2.6 2008-06-01-1027-35S.VNRC__100_MSEED 
 64 VBUTM  P   0.05  1  1  999.0  999.0  999.0  999.0 2008-06-01-1034-15S.VNRC__100_MSEED 
 64 VSARA  P   0.01  0  2  999.0  999.0  999.0  999.0 2008-06-01-1034-15S.VNRC__100_MSEED 
 65 OS03   P   0.03  0  0    8.4   -4.8    1.5    3.0 2008-06-01-1036-42S.VNRC__100_MSEED 
 65 OS04   P  -0.18  0  2    8.4   -4.8    1.5    3.0 2008-06-01-1036-42S.VNRC__100_MSEED 
 65 OS05   P   0.01  0  1    8.4   -4.8    1.5    3.0 2008-06-01-1036-42S.VNRC__100_MSEED 
 65 OS07   P  -0.22  0  1    8.4   -4.8    1.5    3.0 2008-06-01-1036-42S.VNRC__100_MSEED 
 65 OS08   P  -0.24  0  0    8.4   -4.8    1.5    3.0 2008-06-01-1036-42S.VNRC__100_MSEED 
 65 OS09   P  -0.05  0  0    8.4   -4.8    1.5    3.0 2008-06-01-1036-42S.VNRC__100_MSEED 
 65 OS10   P  -0.26  0  0    8.4   -4.8    1.5    3.0 2008-06-01-1036-42S.VNRC__100_MSEED 
 65 VASAV  P   0.15  0  2    8.4   -4.8    1.5    3.0 2008-06-01-1036-42S.VNRC__100_MSEED 
 65 VASAV  S   0.03  1  1    8.4   -4.8    1.5    3.0 2008-06-01-1036-42S.VNRC__100_MSEED 
 65 VAVUN  P  -0.01  0  1    8.4   -4.8    1.5    3.0 2008-06-01-1036-42S.VNRC__100_MSEED 
 65 VBOKI  S  -0.28  1  2    8.4   -4.8    1.5    3.0 2008-06-01-1036-42S.VNRC__100_MSEED 
 65 VBUTM  P   0.13  0  1    8.4   -4.8    1.5    3.0 2008-06-01-1036-42S.VNRC__100_MSEED 
 65 VBUTM  S   0.29  2  3    8.4   -4.8    1.5    3.0 2008-06-01-1036-42S.VNRC__100_MSEED 
 65 VEBEN  P   0.08  0  1    8.4   -4.8    1.5    3.0 2008-06-01-1036-42S.VNRC__100_MSEED 
 65 VESPI  P   0.01  0  0    8.4   -4.8    1.5    3.0 2008-06-01-1036-42S.VNRC__100_MSEED 
 65 VIRHO  P   0.02  0  1    8.4   -4.8    1.5    3.0 2008-06-01-1036-42S.VNRC__100_MSEED 
 65 VIRHO  S  -0.30  2  2    8.4   -4.8    1.5    3.0 2008-06-01-1036-42S.VNRC__100_MSEED 
 65 VKOLH  P  -0.19  1  2    8.4   -4.8    1.5    3.0 2008-06-01-1036-42S.VNRC__100_MSEED 
 65 VKOLH  S   0.03  1  2    8.4   -4.8    1.5    3.0 2008-06-01-1036-42S.VNRC__100_MSEED 
 65 VLAKA  P   0.06  0  0    8.4   -4.8    1.5    3.0 2008-06-01-1036-42S.VNRC__100_MSEED 
 65 VLAKA  S  -0.05  2  1    8.4   -4.8    1.5    3.0 2008-06-01-1036-42S.VNRC__100_MSEED 
 65 VLEVI  P   0.07  0  0    8.4   -4.8    1.5    3.0 2008-06-01-1036-42S.VNRC__100_MSEED 
 65 VNARW  P  -0.15  0  0    8.4   -4.8    1.5    3.0 2008-06-01-1036-42S.VNRC__100_MSEED 
 65 VPOTO  P  -0.14  0  1    8.4   -4.8    1.5    3.0 2008-06-01-1036-42S.VNRC__100_MSEED 
 65 VTAMB  P   0.03  0  2    8.4   -4.8    1.5    3.0 2008-06-01-1036-42S.VNRC__100_MSEED 
 65 VTAMB  S  -0.67  1  1    8.4   -4.8    1.5    3.0 2008-06-01-1036-42S.VNRC__100_MSEED 
 67 VBUTM  P   0.01  0  0    6.4  -90.5   20.1    1.5 2008-06-01-1043-24S.VNRC__100_MSEED 
 67 VIRHO  P  -0.06  0  0    6.4  -90.5   20.1    1.5 2008-06-01-1043-24S.VNRC__100_MSEED 
 67 VKOLH  P   0.02  1  0    6.4  -90.5   20.1    1.5 2008-06-01-1043-24S.VNRC__100_MSEED 
 67 VLEBE  P  -0.09  0  2    6.4  -90.5   20.1    1.5 2008-06-01-1043-24S.VNRC__100_MSEED 
 67 VTURT  P   0.05  2  1    6.4  -90.5   20.1    1.5 2008-06-01-1043-24S.VNRC__100_MSEED 
 67 VTURT  S   0.18  2  3    6.4  -90.5   20.1    1.5 2008-06-01-1043-24S.VNRC__100_MSEED 
 67 VWUSI  P   0.02  2  3    6.4  -90.5   20.1    1.5 2008-06-01-1043-24S.VNRC__100_MSEED 
 70 VBUTM  P -14.62  0  2   -4.0   -0.9   -6.6    1.9 2008-06-01-1058-42S.VNRC__100_MSEED 
 70 VBUTM  S  -0.73  1  9   -4.0   -0.9   -6.6    1.9 2008-06-01-1058-42S.VNRC__100_MSEED 
 70 VIRHO  P   0.05  2  2   -4.0   -0.9   -6.6    1.9 2008-06-01-1058-42S.VNRC__100_MSEED 
 70 VIRHO  S  -0.24  1  1   -4.0   -0.9   -6.6    1.9 2008-06-01-1058-42S.VNRC__100_MSEED 
 70 VKOLH  P  -0.23  2  2   -4.0   -0.9   -6.6    1.9 2008-06-01-1058-42S.VNRC__100_MSEED 
 70 VSARA  P  -0.05  0  1   -4.0   -0.9   -6.6    1.9 2008-06-01-1058-42S.VNRC__100_MSEED 
 70 VSARA  S  -0.37  1  1   -4.0   -0.9   -6.6    1.9 2008-06-01-1058-42S.VNRC__100_MSEED 
 71 VANGO  P   0.04  2  1   -6.8    8.0   13.5    1.6 2008-06-01-1104-57S.VNRC__100_MSEED 
 71 VAVUN  P   0.25  1  1   -6.8    8.0   13.5    1.6 2008-06-01-1104-57S.VNRC__100_MSEED 
 71 VBUTM  P  -0.02  0  1   -6.8    8.0   13.5    1.6 2008-06-01-1104-57S.VNRC__100_MSEED 
 71 VBUTM  S   0.08  0  3   -6.8    8.0   13.5    1.6 2008-06-01-1104-57S.VNRC__100_MSEED 
